rowid	studyid	popid	speciesid	ord	fam	gen	sp	full_sp	habitat	source	development	acclim_stage	ctm_stage	tsr	sex	stand_lat	lat_bin	mass	all_mass	acclim_temp	cont_temp	acclim_dur	acclim_type	ctlimit	ramp_rate	groupID	treat	treatSD	treatN	cont	contSD	contN	simpctend	data_type	author	title	journal	year	webpage	ARR	var	precision	diff
1200	619	286	78	Hemiptera	Aphididae	Myzus	persicae	Myzus persicae	Terrestrial	Laboratory	Hemi	Several gens	Early life	between	Mixed	56.4	50 - 60	NA	NA	10	20	NA	Constant	Ctmin	0.1	563	-1.18333333	1.3130862	30	1.24	0.6765022	30	Loss of activity	Emailed to get raw data - calculated in R	"Alford, L"	Effects of acclimation and latitude on the activity thresholds of the aphid Myzus persicae in Europe	Journal of Applied Entomology	2012	https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1439-0418.2011.01658.x	0.242333333	0.000727284	37.080717	-10
1201	619	286	78	Hemiptera	Aphididae	Myzus	persicae	Myzus persicae	Terrestrial	Laboratory	Hemi	Whole life	Early life	between	Mixed	56.4	50 - 60	NA	NA	20	25	NA	Constant	Ctmin	0.163	564	1.24	0.6765022	30	2.13870968	1.0448851	31	Loss of activity	Emailed to get raw data - calculated in R	"Alford, L"	Effects of acclimation and latitude on the activity thresholds of the aphid Myzus persicae in Europe	Journal of Applied Entomology	2012	https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1439-0418.2011.01658.x	0.179741936	0.002018962	22.25542878	-5
1202	619	286	78	Hemiptera	Aphididae	Myzus	persicae	Myzus persicae	Terrestrial	Laboratory	Hemi	Several gens	Early life	between	Mixed	56.4	50 - 60	NA	NA	20	25	NA	Constant	Ctmin	0.163	565	1.24	0.6765022	30	2.55333333	1.1251769	30	Loss of activity	Emailed to get raw data - calculated in R	"Alford, L"	Effects of acclimation and latitude on the activity thresholds of the aphid Myzus persicae in Europe	Journal of Applied Entomology	2012	https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1439-0418.2011.01658.x	0.262666666	0.002298238	20.85943432	-5
1203	619	287	78	Hemiptera	Aphididae	Myzus	persicae	Myzus persicae	Terrestrial	Laboratory	Hemi	Whole life	Early life	between	Mixed	36.84	30 - 40	NA	NA	10	20	NA	Constant	Ctmin	0.1	566	0.790625	1.1506967	32	2.58387097	2.084082	31	Loss of activity	Emailed to get raw data - calculated in R	"Alford, L"	Effects of acclimation and latitude on the activity thresholds of the aphid Myzus persicae in Europe	Journal of Applied Entomology	2012	https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1439-0418.2011.01658.x	0.179324597	0.001814878	23.47341389	-10
1204	619	287	78	Hemiptera	Aphididae	Myzus	persicae	Myzus persicae	Terrestrial	Laboratory	Hemi	Several gens	Early life	between	Mixed	36.84	30 - 40	NA	NA	10	20	NA	Constant	Ctmin	0.1	567	0.06129032	1.2872911	31	2.58387097	2.084082	31	Loss of activity	Emailed to get raw data - calculated in R	"Alford, L"	Effects of acclimation and latitude on the activity thresholds of the aphid Myzus persicae in Europe	Journal of Applied Entomology	2012	https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1439-0418.2011.01658.x	0.252258065	0.00193565	22.72932519	-10
1205	619	287	78	Hemiptera	Aphididae	Myzus	persicae	Myzus persicae	Terrestrial	Laboratory	Hemi	Whole life	Early life	between	Mixed	36.84	30 - 40	NA	NA	20	25	NA	Constant	Ctmin	0.163	568	2.58387097	2.084082	31	6.2875	5.5531305	32	Loss of activity	Emailed to get raw data - calculated in R	"Alford, L"	Effects of acclimation and latitude on the activity thresholds of the aphid Myzus persicae in Europe	Journal of Applied Entomology	2012	https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1439-0418.2011.01658.x	0.740725806	0.044150957	4.759155974	-5
1206	619	287	78	Hemiptera	Aphididae	Myzus	persicae	Myzus persicae	Terrestrial	Laboratory	Hemi	Several gens	Early life	between	Mixed	36.84	30 - 40	NA	NA	20	25	NA	Constant	Ctmin	0.163	569	2.58387097	2.084082	31	7.36666667	4.2070002	30	Loss of activity	Emailed to get raw data - calculated in R	"Alford, L"	Effects of acclimation and latitude on the activity thresholds of the aphid Myzus persicae in Europe	Journal of Applied Entomology	2012	https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1439-0418.2011.01658.x	0.95655914	0.029202852	5.851771611	-5
1207	619	288	78	Hemiptera	Aphididae	Myzus	persicae	Myzus persicae	Terrestrial	Laboratory	Hemi	Whole life	Early life	between	Mixed	37.99	30 - 40	NA	NA	10	20	NA	Constant	Ctmin	0.1	570	2.003125	1.1817113	32	4.771875	3.1516749	32	Loss of activity	Emailed to get raw data - calculated in R	"Alford, L"	Effects of acclimation and latitude on the activity thresholds of the aphid Myzus persicae in Europe	Journal of Applied Entomology	2012	https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1439-0418.2011.01658.x	0.276875	0.003540468	16.80620624	-10
1208	619	288	78	Hemiptera	Aphididae	Myzus	persicae	Myzus persicae	Terrestrial	Laboratory	Hemi	Several gens	Early life	between	Mixed	37.99	30 - 40	NA	NA	10	20	NA	Constant	Ctmin	0.1	571	0.20967742	1.278894	31	4.771875	3.1516749	32	Loss of activity	Emailed to get raw data - calculated in R	"Alford, L"	Effects of acclimation and latitude on the activity thresholds of the aphid Myzus persicae in Europe	Journal of Applied Entomology	2012	https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1439-0418.2011.01658.x	0.456219758	0.003631683	16.59380749	-10
1209	619	288	78	Hemiptera	Aphididae	Myzus	persicae	Myzus persicae	Terrestrial	Laboratory	Hemi	Whole life	Early life	between	Mixed	37.99	30 - 40	NA	NA	20	25	NA	Constant	Ctmin	0.163	572	4.771875	3.1516749	32	7.79032258	4.1243468	31	Loss of activity	Emailed to get raw data - calculated in R	"Alford, L"	Effects of acclimation and latitude on the activity thresholds of the aphid Myzus persicae in Europe	Journal of Applied Entomology	2012	https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1439-0418.2011.01658.x	0.603689516	0.034365011	5.39438276	-5
1210	619	288	78	Hemiptera	Aphididae	Myzus	persicae	Myzus persicae	Terrestrial	Laboratory	Hemi	Several gens	Early life	between	Mixed	37.99	30 - 40	NA	NA	20	25	NA	Constant	Ctmin	0.163	573	4.771875	3.1516749	32	6.76666667	3.9207084	30	Loss of activity	Emailed to get raw data - calculated in R	"Alford, L"	Effects of acclimation and latitude on the activity thresholds of the aphid Myzus persicae in Europe	Journal of Applied Entomology	2012	https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1439-0418.2011.01658.x	0.398958334	0.032912257	5.512151734	-5
1211	619	288	78	Hemiptera	Aphididae	Myzus	persicae	Myzus persicae	Terrestrial	Laboratory	Hemi	Whole life	Early life	between	Mixed	37.99	30 - 40	NA	NA	10	20	NA	Constant	Ctmin	0.1	574	-1.26	0.8849703	30	1.02580645	0.6049616	31	Loss of activity	Emailed to get raw data - calculated in R	"Alford, L"	Effects of acclimation and latitude on the activity thresholds of the aphid Myzus persicae in Europe	Journal of Applied Entomology	2012	https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1439-0418.2011.01658.x	0.228580645	0.000379115	51.35875365	-10
1212	619	288	78	Hemiptera	Aphididae	Myzus	persicae	Myzus persicae	Terrestrial	Laboratory	Hemi	Several gens	Early life	between	Mixed	37.99	30 - 40	NA	NA	10	20	NA	Constant	Ctmin	0.1	575	-0.94516129	0.6381425	31	1.02580645	0.6049616	31	Loss of activity	Emailed to get raw data - calculated in R	"Alford, L"	Effects of acclimation and latitude on the activity thresholds of the aphid Myzus persicae in Europe	Journal of Applied Entomology	2012	https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1439-0418.2011.01658.x	0.197096774	0.000249421	63.31894818	-10
1213	619	288	78	Hemiptera	Aphididae	Myzus	persicae	Myzus persicae	Terrestrial	Laboratory	Hemi	Whole life	Early life	between	Mixed	37.99	30 - 40	NA	NA	20	25	NA	Constant	Ctmin	0.163	576	1.02580645	0.6049616	31	2.93548387	1.930725	31	Loss of activity	Emailed to get raw data - calculated in R	"Alford, L"	Effects of acclimation and latitude on the activity thresholds of the aphid Myzus persicae in Europe	Journal of Applied Entomology	2012	https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1439-0418.2011.01658.x	0.381935484	0.005282165	13.75922698	-5
1214	619	288	78	Hemiptera	Aphididae	Myzus	persicae	Myzus persicae	Terrestrial	Laboratory	Hemi	Several gens	Early life	between	Mixed	37.99	30 - 40	NA	NA	20	25	NA	Constant	Ctmin	0.163	577	1.02580645	0.6049616	31	2.71612903	1.3203779	31	Loss of activity	Emailed to get raw data - calculated in R	"Alford, L"	Effects of acclimation and latitude on the activity thresholds of the aphid Myzus persicae in Europe	Journal of Applied Entomology	2012	https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1439-0418.2011.01658.x	0.338064516	0.002721776	19.16786829	-5
1215	619	284	78	Hemiptera	Aphididae	Myzus	persicae	Myzus persicae	Terrestrial	Laboratory	Hemi	Whole life	Early life	between	Mixed	52.2	50 - 60	NA	NA	20	10	NA	Constant	Ctmax	0.1	578	41.83667	0.6759327	30	42.02258	0.4096419	31	Loss of activity	Emailed to get raw data - calculated in R	"Alford, L"	Effects of acclimation and latitude on the activity thresholds of the aphid Myzus persicae in Europe	Journal of Applied Entomology	2012	https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1439-0418.2011.01658.x	-0.018591	0.000206426	69.60135029	10
1216	619	284	78	Hemiptera	Aphididae	Myzus	persicae	Myzus persicae	Terrestrial	Laboratory	Hemi	Several gens	Early life	between	Mixed	52.2	50 - 60	NA	NA	20	10	NA	Constant	Ctmax	0.1	579	41.83667	0.6759327	30	41.79333	0.5218887	30	Loss of activity	Emailed to get raw data - calculated in R	"Alford, L"	Effects of acclimation and latitude on the activity thresholds of the aphid Myzus persicae in Europe	Journal of Applied Entomology	2012	https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1439-0418.2011.01658.x	0.004334	0.000243084	64.13890862	10
1217	619	284	78	Hemiptera	Aphididae	Myzus	persicae	Myzus persicae	Terrestrial	Laboratory	Hemi	Whole life	Early life	between	Mixed	52.2	50 - 60	NA	NA	25	20	NA	Constant	Ctmax	0.163	580	42.26452	0.6221192	31	41.83667	0.6759327	30	Loss of activity	Emailed to get raw data - calculated in R	"Alford, L"	Effects of acclimation and latitude on the activity thresholds of the aphid Myzus persicae in Europe	Journal of Applied Entomology	2012	https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1439-0418.2011.01658.x	0.08557	0.001108577	30.03427543	5
1218	619	284	78	Hemiptera	Aphididae	Myzus	persicae	Myzus persicae	Terrestrial	Laboratory	Hemi	Several gens	Early life	between	Mixed	52.2	50 - 60	NA	NA	25	20	NA	Constant	Ctmax	0.163	581	42.30968	0.5230391	31	41.83667	0.6759327	30	Loss of activity	Emailed to get raw data - calculated in R	"Alford, L"	Effects of acclimation and latitude on the activity thresholds of the aphid Myzus persicae in Europe	Journal of Applied Entomology	2012	https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1439-0418.2011.01658.x	0.094602	0.000962173	32.238388	5
1219	619	285	78	Hemiptera	Aphididae	Myzus	persicae	Myzus persicae	Terrestrial	Laboratory	Hemi	Whole life	Early life	between	Mixed	56.72	50 - 60	NA	NA	20	10	NA	Constant	Ctmax	0.1	582	41.9129	0.3818743	31	41.84839	0.8007792	31	Loss of activity	Emailed to get raw data - calculated in R	"Alford, L"	Effects of acclimation and latitude on the activity thresholds of the aphid Myzus persicae in Europe	Journal of Applied Entomology	2012	https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1439-0418.2011.01658.x	0.006451	0.000253895	62.75852138	10
1220	619	285	78	Hemiptera	Aphididae	Myzus	persicae	Myzus persicae	Terrestrial	Laboratory	Hemi	Several gens	Early life	between	Mixed	56.72	50 - 60	NA	NA	20	10	NA	Constant	Ctmax	0.1	583	41.9129	0.3818743	31	41.54848	0.4848461	33	Loss of activity	Emailed to get raw data - calculated in R	"Alford, L"	Effects of acclimation and latitude on the activity thresholds of the aphid Myzus persicae in Europe	Journal of Applied Entomology	2012	https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1439-0418.2011.01658.x	0.036442	0.000118276	91.94985104	10
1221	619	285	78	Hemiptera	Aphididae	Myzus	persicae	Myzus persicae	Terrestrial	Laboratory	Hemi	Whole life	Early life	between	Mixed	56.72	50 - 60	NA	NA	25	20	NA	Constant	Ctmax	0.233	584	42.02424	0.7314499	33	41.9129	0.3818743	31	Loss of activity	Emailed to get raw data - calculated in R	"Alford, L"	Effects of acclimation and latitude on the activity thresholds of the aphid Myzus persicae in Europe	Journal of Applied Entomology	2012	https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1439-0418.2011.01658.x	0.022268	0.000836673	34.5718112	5
1222	619	285	78	Hemiptera	Aphididae	Myzus	persicae	Myzus persicae	Terrestrial	Laboratory	Hemi	Several gens	Early life	between	Mixed	56.72	50 - 60	NA	NA	25	20	NA	Constant	Ctmax	0.233	585	41.87	0.5528297	30	41.9129	0.3818743	31	Loss of activity	Emailed to get raw data - calculated in R	"Alford, L"	Effects of acclimation and latitude on the activity thresholds of the aphid Myzus persicae in Europe	Journal of Applied Entomology	2012	https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1439-0418.2011.01658.x	-0.00858	0.000595659	40.97330627	5
1223	619	286	78	Hemiptera	Aphididae	Myzus	persicae	Myzus persicae	Terrestrial	Laboratory	Hemi	Whole life	Early life	between	Mixed	56.4	50 - 60	NA	NA	20	10	NA	Constant	Ctmax	0.1	586	41.67667	0.374795	30	41.97333	0.4777341	30	Loss of activity	Emailed to get raw data - calculated in R	"Alford, L"	Effects of acclimation and latitude on the activity thresholds of the aphid Myzus persicae in Europe	Journal of Applied Entomology	2012	https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1439-0418.2011.01658.x	-0.029666	0.0001229	90.20349689	10
1224	619	286	78	Hemiptera	Aphididae	Myzus	persicae	Myzus persicae	Terrestrial	Laboratory	Hemi	Several gens	Early life	between	Mixed	56.4	50 - 60	NA	NA	20	10	NA	Constant	Ctmax	0.1	587	41.67667	0.374795	30	41.62333	0.2674056	30	Loss of activity	Emailed to get raw data - calculated in R	"Alford, L"	Effects of acclimation and latitude on the activity thresholds of the aphid Myzus persicae in Europe	Journal of Applied Entomology	2012	https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1439-0418.2011.01658.x	0.005334	7.07E-05	118.9641781	10
1225	619	286	78	Hemiptera	Aphididae	Myzus	persicae	Myzus persicae	Terrestrial	Laboratory	Hemi	Whole life	Early life	between	Mixed	56.4	50 - 60	NA	NA	25	20	NA	Constant	Ctmax	0.233	588	42.1	0.418536	30	41.67667	0.374795	30	Loss of activity	Emailed to get raw data - calculated in R	"Alford, L"	Effects of acclimation and latitude on the activity thresholds of the aphid Myzus persicae in Europe	Journal of Applied Entomology	2012	https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1439-0418.2011.01658.x	0.084666	0.000420858	48.74522573	5
1226	619	286	78	Hemiptera	Aphididae	Myzus	persicae	Myzus persicae	Terrestrial	Laboratory	Hemi	Several gens	Early life	between	Mixed	56.4	50 - 60	NA	NA	25	20	NA	Constant	Ctmax	0.233	589	42.03667	0.4029917	30	41.67667	0.374795	30	Loss of activity	Emailed to get raw data - calculated in R	"Alford, L"	Effects of acclimation and latitude on the activity thresholds of the aphid Myzus persicae in Europe	Journal of Applied Entomology	2012	https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1439-0418.2011.01658.x	0.072	0.000403831	49.76223986	5
1227	619	287	78	Hemiptera	Aphididae	Myzus	persicae	Myzus persicae	Terrestrial	Laboratory	Hemi	Whole life	Early life	between	Mixed	36.84	30 - 40	NA	NA	20	10	NA	Constant	Ctmax	0.1	590	42.11818	0.5512239	44	41.94333	0.3410767	30	Loss of activity	Emailed to get raw data - calculated in R	"Alford, L"	Effects of acclimation and latitude on the activity thresholds of the aphid Myzus persicae in Europe	Journal of Applied Entomology	2012	https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1439-0418.2011.01658.x	0.017485	0.000107834	96.29904202	10
1228	619	287	78	Hemiptera	Aphididae	Myzus	persicae	Myzus persicae	Terrestrial	Laboratory	Hemi	Several gens	Early life	between	Mixed	36.84	30 - 40	NA	NA	20	10	NA	Constant	Ctmax	0.1	591	42.11818	0.5512239	44	42.14333	0.6826335	30	Loss of activity	Emailed to get raw data - calculated in R	"Alford, L"	Effects of acclimation and latitude on the activity thresholds of the aphid Myzus persicae in Europe	Journal of Applied Entomology	2012	https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1439-0418.2011.01658.x	-0.002515	0.000224386	66.75784391	10
1229	619	287	78	Hemiptera	Aphididae	Myzus	persicae	Myzus persicae	Terrestrial	Laboratory	Hemi	Whole life	Early life	between	Mixed	36.84	30 - 40	NA	NA	25	20	NA	Constant	Ctmax	0.233	592	42.21842	0.5525642	38	42.11818	0.5512239	44	Loss of activity	Emailed to get raw data - calculated in R	"Alford, L"	Effects of acclimation and latitude on the activity thresholds of the aphid Myzus persicae in Europe	Journal of Applied Entomology	2012	https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1439-0418.2011.01658.x	0.020048	0.000597622	40.90596094	5
1230	619	287	78	Hemiptera	Aphididae	Myzus	persicae	Myzus persicae	Terrestrial	Laboratory	Hemi	Several gens	Early life	between	Mixed	36.84	30 - 40	NA	NA	25	20	NA	Constant	Ctmax	0.233	593	42.41818	0.4798792	33	42.11818	0.5512239	44	Loss of activity	Emailed to get raw data - calculated in R	"Alford, L"	Effects of acclimation and latitude on the activity thresholds of the aphid Myzus persicae in Europe	Journal of Applied Entomology	2012	https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1439-0418.2011.01658.x	0.06	0.000555357	42.43397371	5
1231	619	288	78	Hemiptera	Aphididae	Myzus	persicae	Myzus persicae	Terrestrial	Laboratory	Hemi	Whole life	Early life	between	Mixed	37.99	30 - 40	NA	NA	20	10	NA	Constant	Ctmax	0.1	594	41.92903	0.5860566	31	42.05	0.6027237	30	Loss of activity	Emailed to get raw data - calculated in R	"Alford, L"	Effects of acclimation and latitude on the activity thresholds of the aphid Myzus persicae in Europe	Journal of Applied Entomology	2012	https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1439-0418.2011.01658.x	-0.012097	0.000231886	65.66931651	10
1232	619	288	78	Hemiptera	Aphididae	Myzus	persicae	Myzus persicae	Terrestrial	Laboratory	Hemi	Several gens	Early life	between	Mixed	37.99	30 - 40	NA	NA	20	10	NA	Constant	Ctmax	0.1	595	41.92903	0.5860566	31	41.98065	0.3842042	31	Loss of activity	Emailed to get raw data - calculated in R	"Alford, L"	Effects of acclimation and latitude on the activity thresholds of the aphid Myzus persicae in Europe	Journal of Applied Entomology	2012	https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1439-0418.2011.01658.x	-0.005162	0.000158411	79.45236761	10
1233	619	288	78	Hemiptera	Aphididae	Myzus	persicae	Myzus persicae	Terrestrial	Laboratory	Hemi	Whole life	Early life	between	Mixed	37.99	30 - 40	NA	NA	25	20	NA	Constant	Ctmax	0.233	596	42.59667	0.446815	30	41.92903	0.5860566	31	Loss of activity	Emailed to get raw data - calculated in R	"Alford, L"	Effects of acclimation and latitude on the activity thresholds of the aphid Myzus persicae in Europe	Journal of Applied Entomology	2012	https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1439-0418.2011.01658.x	0.133528	0.000709369	37.54602612	5
